"","Cgigas_KEGGID","Day","modColor","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Cvirginica_GeneID","Cvirginica_Protein_name"
"1","crg:105327885","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105327885",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111114937"," GTP-binding nuclear protein Ran"
"2","crg:105338779","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105338779",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111121011"," THO complex subunit 1-like"
"3","crg:105338779","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105338779",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111121726"," THO complex subunit 1-like"
"4","crg:105346723","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105346723",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111138479"," THO complex subunit 6 homolog"
"5","crg:105341516","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105341516",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111136950"," exportin-7-like"
"6","crg:105330652","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105330652",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111104381"," importin subunit alpha-1-like"
"7","crg:105330652","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105330652",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111103867"," importin subunit alpha-1-like"
"8","crg:105340606","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105340606",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111135764"," importin subunit alpha-2-like"
"9","crg:105320282","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105320282",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111117589"," importin-4-like"
"10","crg:105320282","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105320282",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111137854"," importin-4-like"
"11","crg:105346647","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105346647",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111136185"," importin-5-like"
"12","crg:105338117","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105338117",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111135537"," mucin-19-like"
"13","crg:105318090","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105318090",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111128793"," nuclear cap-binding protein subunit 1-like"
"14","crg:105339546","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105339546",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111130920"," nuclear pore complex protein Nup133-like"
"15","crg:105324883","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105324883",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111123666"," nuclear pore complex protein Nup214-like"
"16","crg:105338117","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105338117",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111136337"," nuclear pore complex protein Nup214-like"
"17","crg:105324858","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105324858",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111135936"," nuclear pore complex protein Nup88-like"
"18","crg:105320975","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105320975",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111122996"," nuclear pore complex protein Nup98-Nup96-like"
"19","crg:105330288","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105330288",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111104293"," nucleoporin Nup37-like"
"20","crg:105322973","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105322973",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111130363"," pinin-like"
"21","crg:105337940","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105337940",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111120984"," protein mago nashi homolog 2"
"22","crg:105331767","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105331767",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111125457"," ran GTPase-activating protein 1-like"
"23","crg:105318490","Day 0","magenta","crg03013","Nucleocytoplasmic transport",95,19,"105318490",0.2,0.0000671320226521425,4.17307026755616,0.00257339420166546,"LOC111118745"," transportin-1-like"
"24","crg:105329525","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105329525",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111138187"," ATP synthase lipid-binding protein, mitochondrial-like"
"25","crg:105331743","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105331743",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111119118"," ATP synthase subunit d, mitochondrial-like"
"26","crg:105343349","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105343349",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111117675"," ATP synthase subunit delta, mitochondrial-like"
"27","crg:105345750","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105345750",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111114769"," NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial-like"
"28","crg:105333576","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105333576",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111120110"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like"
"29","crg:105333576","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105333576",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111120995"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-like"
"30","crg:105341238","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105341238",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111121515"," NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like"
"31","crg:105332217","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105332217",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111128563"," NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial-like"
"32","crg:105332217","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105332217",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111129296"," NADH-quinone oxidoreductase subunit B 2-like"
"33","crg:105342980","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105342980",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111112565"," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
"34","crg:105342980","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105342980",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111112035"," NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial-like"
"35","crg:105318622","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105318622",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111118152"," V-type proton ATPase 21 kDa proteolipid subunit-like"
"36","crg:105321678","Day 0","magenta","crg00190","Oxidative phosphorylation",84,19,"105321678",0.226190476190476,0.0000107059055909104,4.9703765907235,0.000615589571477347,"LOC111125575"," V-type proton ATPase catalytic subunit A-like"
